text,label
"Today, Overall atmosphere is healthy, though mild haze is occasionally visible.  as confirmed by environmental monitors.",Good
"This morning, Very poor atmospheric quality causing throat burning and eye irritation.  making outdoor activity risky.",Very Poor
Very poor atmospheric quality causing throat burning and eye irritation.,Very Poor
"This morning, Heavy dust and visible smog make breathing slightly uncomfortable.  which is affecting daily life.",Poor
Experts noted that Hazardous chemicals detected leading to severe breathing difficulty.  and citizens are reacting strongly.,Hazardous
"In the area, Medical teams deployed as citizens faint from hazardous air conditions.  and has raised health concerns.",Hazardous
"According to locals, Heavy dust and visible smog make breathing slightly uncomfortable.  making outdoor activity risky.",Poor
"In the area, Highly breathable and pure air quality, ideal for morning walks.  making outdoor activity risky.",Excellent
"Experts noted that The atmosphere is pristine, offering excellent visibility and comfort.  as confirmed by environmental monitors.",Excellent
"This morning, The atmosphere is pristine, offering excellent visibility and comfort.  making outdoor activity risky.",Excellent
"According to locals, Lingering pollution makes the environment unhealthy for children.  and citizens are reacting strongly.",Poor
Experts noted that Lingering pollution makes the environment unhealthy for children.  and has raised health concerns.,Poor
"In the area, Light smog is present, reducing visibility slightly.  making outdoor activity risky.",Moderate
"Reports suggest that AQI levels indicate moderate pollution, though still tolerable for most.  and has raised health concerns.",Moderate
Reports suggest that Air quality is moderately affected by dust and minor pollutants.  as confirmed by environmental monitors.,Moderate
Reports suggest that Air heavily polluted with toxic particles; outdoor activities discouraged.  which is affecting daily life.,Very Poor
"According to locals, Air heavily polluted with toxic particles; outdoor activities discouraged.  and citizens are reacting strongly.",Very Poor
Air quality is moderately affected by dust and minor pollutants.  as confirmed by environmental monitors.,Moderate
Experts noted that Poor air quality today; long outdoor exposure may irritate the lungs.  making outdoor activity risky.,Poor
"This morning, The environment feels a bit dusty and may cause mild throat irritation.  and has raised health concerns.",Moderate
"Reports suggest that AQI levels indicate moderate pollution, though still tolerable for most.  and has raised health concerns.",Moderate
"The air feels dirty, with noticeable haze lingering throughout the day.",Poor
Reports suggest that Crystal-clear skies and exceptionally fresh air make breathing effortless.  and citizens are reacting strongly.,Excellent
"Light smog is present, reducing visibility slightly.  making outdoor activity risky.",Moderate
"Experts noted that The atmosphere is pristine, offering excellent visibility and comfort.  which is affecting daily life.",Excellent
"Today, Overall atmosphere is healthy, though mild haze is occasionally visible.  as confirmed by environmental monitors.",Good
"This morning, Toxic fumes causing vomiting and dizziness throughout the area.  which is affecting daily life.",Hazardous
Reports suggest that Emergency declared due to dangerous smoke and airborne toxins.  making outdoor activity risky.,Hazardous
Poor air quality today; long outdoor exposure may irritate the lungs.  and citizens are reacting strongly.,Poor
"This morning, Residents coughing blood due to life-threatening air toxicity.  as confirmed by environmental monitors.",Hazardous
"This morning, Breathing is comfortable, and visibility remains clear throughout the day.",Good
"Today, Polluted atmosphere causing coughing and mild headaches.  and has raised health concerns.",Poor
"In the area, Crystal-clear skies and exceptionally fresh air make breathing effortless.  as confirmed by environmental monitors.",Excellent
"According to locals, Strong odor of chemicals in the air indicates high pollution levels.  which is affecting daily life.",Very Poor
Reports suggest that Air quality is moderately affected by dust and minor pollutants.,Moderate
"According to locals, Lingering pollution makes the environment unhealthy for children.",Poor
"Today, Breathing is comfortable, and visibility remains clear throughout the day.  and has raised health concerns.",Good
Experts noted that Strong odor of chemicals in the air indicates high pollution levels.  and citizens are reacting strongly.,Very Poor
Air quality is moderately affected by dust and minor pollutants.  which is affecting daily life.,Moderate
Reports suggest that Air quality is generally good with only a slight presence of natural dust.  and citizens are reacting strongly.,Good
"This morning, Highly breathable and pure air quality, ideal for morning walks.  making outdoor activity risky.",Excellent
Polluted atmosphere causing coughing and mild headaches.  as confirmed by environmental monitors.,Poor
"Today, The environment feels a bit dusty and may cause mild throat irritation.  making outdoor activity risky.",Moderate
"This morning, The atmosphere is pristine, offering excellent visibility and comfort.  and has raised health concerns.",Excellent
"According to locals, Heavy dust and visible smog make breathing slightly uncomfortable.  making outdoor activity risky.",Poor
"According to locals, Air quality is generally good with only a slight presence of natural dust.  making outdoor activity risky.",Good
"Today, AQI levels indicate moderate pollution, though still tolerable for most.  and citizens are reacting strongly.",Moderate
"Reports suggest that Overall atmosphere is healthy, though mild haze is occasionally visible.  which is affecting daily life.",Good
"According to locals, Highly breathable and pure air quality, ideal for morning walks.  and has raised health concerns.",Excellent
"According to locals, Residents coughing blood due to life-threatening air toxicity.  as confirmed by environmental monitors.",Hazardous
"A cool breeze carries fresh, pure air that is perfect for outdoor activities.  making outdoor activity risky.",Excellent
"This morning, Breathing is comfortable, and visibility remains clear throughout the day.",Good
"Today, Severe smog significantly reduces visibility and causes breathing issues.  and has raised health concerns.",Very Poor
The environment feels a bit dusty and may cause mild throat irritation.  which is affecting daily life.,Moderate
"This morning, Good air quality today, suitable for most outdoor activities.  and has raised health concerns.",Good
The air feels incredibly clean and refreshing with zero noticeable pollutants.  making outdoor activity risky.,Excellent
Reports suggest that Multiple people collapsing from suffocation caused by poisonous smog.  making outdoor activity risky.,Hazardous
Air quality is moderately affected by dust and minor pollutants.  and citizens are reacting strongly.,Moderate
Experts noted that People advised to limit outdoor exposure due to extremely unhealthy air.,Very Poor
Experts noted that Polluted atmosphere causing coughing and mild headaches.  and citizens are reacting strongly.,Poor
"In the area, Air quality is moderately affected by dust and minor pollutants.  and citizens are reacting strongly.",Moderate
"Reports suggest that A cool breeze carries fresh, pure air that is perfect for outdoor activities.  which is affecting daily life.",Excellent
"In the area, Breathing is comfortable, and visibility remains clear throughout the day.  as confirmed by environmental monitors.",Good
The environment feels a bit dusty and may cause mild throat irritation.,Moderate
"This morning, The environment feels a bit dusty and may cause mild throat irritation.  which is affecting daily life.",Moderate
The environment feels a bit dusty and may cause mild throat irritation.  which is affecting daily life.,Moderate
"This morning, Multiple people collapsing from suffocation caused by poisonous smog.  and has raised health concerns.",Hazardous
"In the area, Overall atmosphere is healthy, though mild haze is occasionally visible.  which is affecting daily life.",Good
"According to locals, Poor air quality today; long outdoor exposure may irritate the lungs.  which is affecting daily life.",Poor
Experts noted that Heavy dust and visible smog make breathing slightly uncomfortable.,Poor
"This morning, Residents coughing blood due to life-threatening air toxicity.  which is affecting daily life.",Hazardous
"In the area, Air heavily polluted with toxic particles; outdoor activities discouraged.",Very Poor
Some haze is visible and may cause slight discomfort for sensitive individuals.  as confirmed by environmental monitors.,Moderate
"In the area, People advised to limit outdoor exposure due to extremely unhealthy air.  as confirmed by environmental monitors.",Very Poor
"Today, The environment feels a bit dusty and may cause mild throat irritation.  making outdoor activity risky.",Moderate
"Light smog is present, reducing visibility slightly.  as confirmed by environmental monitors.",Moderate
"This morning, The atmosphere is pristine, offering excellent visibility and comfort.  making outdoor activity risky.",Excellent
Air quality is moderately affected by dust and minor pollutants.  making outdoor activity risky.,Moderate
"Today, Overall atmosphere is healthy, though mild haze is occasionally visible.  and citizens are reacting strongly.",Good
"This morning, Emergency declared due to dangerous smoke and airborne toxins.  and citizens are reacting strongly.",Hazardous
"According to locals, Hazardous chemicals detected leading to severe breathing difficulty.  and citizens are reacting strongly.",Hazardous
"The atmosphere is pristine, offering excellent visibility and comfort.  which is affecting daily life.",Excellent
Reports suggest that People advised to limit outdoor exposure due to extremely unhealthy air.,Very Poor
People advised to limit outdoor exposure due to extremely unhealthy air.,Very Poor
"This morning, AQI levels indicate moderate pollution, though still tolerable for most.",Moderate
"This morning, A cool breeze carries fresh, pure air that is perfect for outdoor activities.  and citizens are reacting strongly.",Excellent
"Today, Lingering pollution makes the environment unhealthy for children.  as confirmed by environmental monitors.",Poor
Reports suggest that Multiple people collapsing from suffocation caused by poisonous smog.  which is affecting daily life.,Hazardous
Severe smog significantly reduces visibility and causes breathing issues.  and has raised health concerns.,Very Poor
Lingering pollution makes the environment unhealthy for children.  making outdoor activity risky.,Poor
"In the area, Overall atmosphere is healthy, though mild haze is occasionally visible.  and citizens are reacting strongly.",Good
"This morning, The environment feels a bit dusty and may cause mild throat irritation.",Moderate
"According to locals, Air so toxic that people report chest pain and vomiting blood.  and has raised health concerns.",Hazardous
Reports suggest that Sharp burning sensation in throat and eyes due to deadly gas exposure.  and has raised health concerns.,Hazardous
"According to locals, Breathing is comfortable, and visibility remains clear throughout the day.  making outdoor activity risky.",Good
"According to locals, Overall atmosphere is healthy, though mild haze is occasionally visible.  as confirmed by environmental monitors.",Good
People advised to limit outdoor exposure due to extremely unhealthy air.  as confirmed by environmental monitors.,Very Poor
Toxic fumes causing vomiting and dizziness throughout the area.  as confirmed by environmental monitors.,Hazardous
"Experts noted that Overall atmosphere is healthy, though mild haze is occasionally visible.  and has raised health concerns.",Good
"Today, Air so toxic that people report chest pain and vomiting blood.  which is affecting daily life.",Hazardous
"Today, The air feels dirty, with noticeable haze lingering throughout the day.  and citizens are reacting strongly.",Poor
Lingering pollution makes the environment unhealthy for children.  as confirmed by environmental monitors.,Poor
Reports suggest that Air so toxic that people report chest pain and vomiting blood.  which is affecting daily life.,Hazardous
Very poor atmospheric quality causing throat burning and eye irritation.  and citizens are reacting strongly.,Very Poor
"AQI levels indicate moderate pollution, though still tolerable for most.",Moderate
Sharp burning sensation in throat and eyes due to deadly gas exposure.,Hazardous
"Good air quality today, suitable for most outdoor activities.  which is affecting daily life.",Good
"Breathing is comfortable, and visibility remains clear throughout the day.  and citizens are reacting strongly.",Good
"In the area, Poor air quality today; long outdoor exposure may irritate the lungs.",Poor
Reports suggest that Some haze is visible and may cause slight discomfort for sensitive individuals.,Moderate
"According to locals, Highly breathable and pure air quality, ideal for morning walks.  as confirmed by environmental monitors.",Excellent
Reports suggest that Air quality is generally good with only a slight presence of natural dust.  and has raised health concerns.,Good
"In the area, Strong odor of chemicals in the air indicates high pollution levels.",Very Poor
"In the area, AQI levels indicate moderate pollution, though still tolerable for most.  which is affecting daily life.",Moderate
Experts noted that Residents coughing blood due to life-threatening air toxicity.  and has raised health concerns.,Hazardous
"According to locals, Highly breathable and pure air quality, ideal for morning walks.  and has raised health concerns.",Excellent
"In the area, Some haze is visible and may cause slight discomfort for sensitive individuals.  and citizens are reacting strongly.",Moderate
"This morning, AQI levels indicate moderate pollution, though still tolerable for most.  making outdoor activity risky.",Moderate
"A cool breeze carries fresh, pure air that is perfect for outdoor activities.",Excellent
"This morning, Severe smog significantly reduces visibility and causes breathing issues.  and has raised health concerns.",Very Poor
"Reports suggest that Breathing is comfortable, and visibility remains clear throughout the day.  making outdoor activity risky.",Good
"Reports suggest that Highly breathable and pure air quality, ideal for morning walks.",Excellent
Reports suggest that Strong odor of chemicals in the air indicates high pollution levels.  and has raised health concerns.,Very Poor
Experts noted that Some haze is visible and may cause slight discomfort for sensitive individuals.  as confirmed by environmental monitors.,Moderate
"In the area, Some haze is visible and may cause slight discomfort for sensitive individuals.  as confirmed by environmental monitors.",Moderate
Experts noted that Heavy dust and visible smog make breathing slightly uncomfortable.  making outdoor activity risky.,Poor
"Today, The environment feels a bit dusty and may cause mild throat irritation.  as confirmed by environmental monitors.",Moderate
"This morning, Overall atmosphere is healthy, though mild haze is occasionally visible.  making outdoor activity risky.",Good
"According to locals, Air feels mostly clean with small amounts of airborne particles.  making outdoor activity risky.",Good
Reports suggest that Medical teams deployed as citizens faint from hazardous air conditions.  making outdoor activity risky.,Hazardous
"Reports suggest that Light smog is present, reducing visibility slightly.",Moderate
"Today, AQI levels indicate moderate pollution, though still tolerable for most.  which is affecting daily life.",Moderate
"In the area, The environment smells fresh with no trace of pollution or dust.  as confirmed by environmental monitors.",Excellent
Reports suggest that Polluted atmosphere causing coughing and mild headaches.  making outdoor activity risky.,Poor
Air feels mostly clean with small amounts of airborne particles.  which is affecting daily life.,Good
"According to locals, Strong odor of chemicals in the air indicates high pollution levels.  and has raised health concerns.",Very Poor
"This morning, Hazardous chemicals detected leading to severe breathing difficulty.  and citizens are reacting strongly.",Hazardous
"Today, The atmosphere is pristine, offering excellent visibility and comfort.  as confirmed by environmental monitors.",Excellent
"This morning, Emergency declared due to dangerous smoke and airborne toxins.  which is affecting daily life.",Hazardous
Reports suggest that Air quality is generally good with only a slight presence of natural dust.  which is affecting daily life.,Good
"Light smog is present, reducing visibility slightly.  which is affecting daily life.",Moderate
"Experts noted that The atmosphere is pristine, offering excellent visibility and comfort.  as confirmed by environmental monitors.",Excellent
"Today, Emergency declared due to dangerous smoke and airborne toxins.  which is affecting daily life.",Hazardous
"In the area, Light smog is present, reducing visibility slightly.  and has raised health concerns.",Moderate
"This morning, Some haze is visible and may cause slight discomfort for sensitive individuals.  as confirmed by environmental monitors.",Moderate
Polluted atmosphere causing coughing and mild headaches.  making outdoor activity risky.,Poor
Experts noted that Medical teams deployed as citizens faint from hazardous air conditions.,Hazardous
"According to locals, Air quality is generally good with only a slight presence of natural dust.",Good
"This morning, People advised to limit outdoor exposure due to extremely unhealthy air.  and has raised health concerns.",Very Poor
"In the area, Medical teams deployed as citizens faint from hazardous air conditions.  which is affecting daily life.",Hazardous
Heavy dust and visible smog make breathing slightly uncomfortable.  as confirmed by environmental monitors.,Poor
"According to locals, Highly breathable and pure air quality, ideal for morning walks.  as confirmed by environmental monitors.",Excellent
"In the area, Good air quality today, suitable for most outdoor activities.  making outdoor activity risky.",Good
"According to locals, Some haze is visible and may cause slight discomfort for sensitive individuals.  making outdoor activity risky.",Moderate
"This morning, Toxic fumes causing vomiting and dizziness throughout the area.  which is affecting daily life.",Hazardous
Air heavily polluted with toxic particles; outdoor activities discouraged.  as confirmed by environmental monitors.,Very Poor
Experts noted that Severe smog significantly reduces visibility and causes breathing issues.  which is affecting daily life.,Very Poor
Severe smog significantly reduces visibility and causes breathing issues.,Very Poor
Multiple people collapsing from suffocation caused by poisonous smog.  and citizens are reacting strongly.,Hazardous
"In the area, Air heavily polluted with toxic particles; outdoor activities discouraged.  and citizens are reacting strongly.",Very Poor
"According to locals, The environment smells fresh with no trace of pollution or dust.  and citizens are reacting strongly.",Excellent
Reports suggest that Sharp burning sensation in throat and eyes due to deadly gas exposure.  making outdoor activity risky.,Hazardous
"According to locals, The environment smells fresh with no trace of pollution or dust.  as confirmed by environmental monitors.",Excellent
"According to locals, Poor air quality today; long outdoor exposure may irritate the lungs.  and has raised health concerns.",Poor
"According to locals, Strong odor of chemicals in the air indicates high pollution levels.  making outdoor activity risky.",Very Poor
Reports suggest that Air feels mostly clean with small amounts of airborne particles.  and citizens are reacting strongly.,Good
Experts noted that The environment smells fresh with no trace of pollution or dust.  which is affecting daily life.,Excellent
"In the area, Crystal-clear skies and exceptionally fresh air make breathing effortless.  and has raised health concerns.",Excellent
"Today, Toxic fumes causing vomiting and dizziness throughout the area.",Hazardous
Experts noted that Hazardous chemicals detected leading to severe breathing difficulty.  as confirmed by environmental monitors.,Hazardous
"This morning, The atmosphere is pristine, offering excellent visibility and comfort.  as confirmed by environmental monitors.",Excellent
"According to locals, Strong odor of chemicals in the air indicates high pollution levels.  and citizens are reacting strongly.",Very Poor
"In the area, Heavy dust and visible smog make breathing slightly uncomfortable.  and has raised health concerns.",Poor
"In the area, Air quality is moderately affected by dust and minor pollutants.  as confirmed by environmental monitors.",Moderate
"Today, Toxic fumes causing vomiting and dizziness throughout the area.  as confirmed by environmental monitors.",Hazardous
Some haze is visible and may cause slight discomfort for sensitive individuals.,Moderate
"In the area, The environment smells fresh with no trace of pollution or dust.  and has raised health concerns.",Excellent
"Today, AQI levels indicate moderate pollution, though still tolerable for most.",Moderate
Reports suggest that Lingering pollution makes the environment unhealthy for children.  and citizens are reacting strongly.,Poor
"Overall atmosphere is healthy, though mild haze is occasionally visible.  and citizens are reacting strongly.",Good
"According to locals, Crystal-clear skies and exceptionally fresh air make breathing effortless.  and has raised health concerns.",Excellent
"In the area, Air so toxic that people report chest pain and vomiting blood.  and citizens are reacting strongly.",Hazardous
"In the area, Air quality is moderately affected by dust and minor pollutants.  and citizens are reacting strongly.",Moderate
Reports suggest that The environment smells fresh with no trace of pollution or dust.,Excellent
"According to locals, Poor air quality today; long outdoor exposure may irritate the lungs.  and citizens are reacting strongly.",Poor
"Experts noted that Breathing is comfortable, and visibility remains clear throughout the day.  and has raised health concerns.",Good
Reports suggest that Crystal-clear skies and exceptionally fresh air make breathing effortless.,Excellent
"Breathing is comfortable, and visibility remains clear throughout the day.  and has raised health concerns.",Good
"Overall atmosphere is healthy, though mild haze is occasionally visible.  as confirmed by environmental monitors.",Good
"In the area, Medical teams deployed as citizens faint from hazardous air conditions.  and has raised health concerns.",Hazardous
"In the area, The air feels dirty, with noticeable haze lingering throughout the day.  as confirmed by environmental monitors.",Poor
Poor air quality today; long outdoor exposure may irritate the lungs.  and has raised health concerns.,Poor
"Breathing is comfortable, and visibility remains clear throughout the day.  and has raised health concerns.",Good
Hazardous chemicals detected leading to severe breathing difficulty.  which is affecting daily life.,Hazardous
"According to locals, Air feels mostly clean with small amounts of airborne particles.",Good
"Today, Strong odor of chemicals in the air indicates high pollution levels.  and has raised health concerns.",Very Poor
"Overall atmosphere is healthy, though mild haze is occasionally visible.  and has raised health concerns.",Good
Medical teams deployed as citizens faint from hazardous air conditions.  making outdoor activity risky.,Hazardous
Sharp burning sensation in throat and eyes due to deadly gas exposure.,Hazardous
Poor air quality today; long outdoor exposure may irritate the lungs.  and citizens are reacting strongly.,Poor
"This morning, Hazardous chemicals detected leading to severe breathing difficulty.  and citizens are reacting strongly.",Hazardous
Experts noted that People advised to limit outdoor exposure due to extremely unhealthy air.  and has raised health concerns.,Very Poor
"This morning, Air so toxic that people report chest pain and vomiting blood.",Hazardous
"This morning, Air heavily polluted with toxic particles; outdoor activities discouraged.  and has raised health concerns.",Very Poor
"Today, Emergency declared due to dangerous smoke and airborne toxins.",Hazardous
"Reports suggest that A cool breeze carries fresh, pure air that is perfect for outdoor activities.  and citizens are reacting strongly.",Excellent
"In the area, The air feels dirty, with noticeable haze lingering throughout the day.  and has raised health concerns.",Poor
"Experts noted that Good air quality today, suitable for most outdoor activities.  and citizens are reacting strongly.",Good
Heavy dust and visible smog make breathing slightly uncomfortable.  which is affecting daily life.,Poor
"This morning, Polluted atmosphere causing coughing and mild headaches.  making outdoor activity risky.",Poor
"Overall atmosphere is healthy, though mild haze is occasionally visible.",Good
"AQI levels indicate moderate pollution, though still tolerable for most.  which is affecting daily life.",Moderate
Air quality is generally good with only a slight presence of natural dust.  as confirmed by environmental monitors.,Good
"In the area, Severe smog significantly reduces visibility and causes breathing issues.  and has raised health concerns.",Very Poor
"According to locals, Heavy dust and visible smog make breathing slightly uncomfortable.  which is affecting daily life.",Poor
"Today, The air feels dirty, with noticeable haze lingering throughout the day.  which is affecting daily life.",Poor
Medical teams deployed as citizens faint from hazardous air conditions.  which is affecting daily life.,Hazardous
Experts noted that Very poor atmospheric quality causing throat burning and eye irritation.  and citizens are reacting strongly.,Very Poor
Experts noted that Air feels mostly clean with small amounts of airborne particles.  and has raised health concerns.,Good
"Today, People advised to limit outdoor exposure due to extremely unhealthy air.  and citizens are reacting strongly.",Very Poor
Very poor atmospheric quality causing throat burning and eye irritation.  making outdoor activity risky.,Very Poor
"Experts noted that Overall atmosphere is healthy, though mild haze is occasionally visible.  which is affecting daily life.",Good
"Today, Multiple people collapsing from suffocation caused by poisonous smog.",Hazardous
Reports suggest that Air heavily polluted with toxic particles; outdoor activities discouraged.  which is affecting daily life.,Very Poor
"According to locals, A cool breeze carries fresh, pure air that is perfect for outdoor activities.  and has raised health concerns.",Excellent
Experts noted that Heavy dust and visible smog make breathing slightly uncomfortable.  which is affecting daily life.,Poor
Reports suggest that Polluted atmosphere causing coughing and mild headaches.  which is affecting daily life.,Poor
Reports suggest that Hazardous chemicals detected leading to severe breathing difficulty.  as confirmed by environmental monitors.,Hazardous
Severe smog significantly reduces visibility and causes breathing issues.  making outdoor activity risky.,Very Poor
Crystal-clear skies and exceptionally fresh air make breathing effortless.,Excellent
"In the area, The environment smells fresh with no trace of pollution or dust.",Excellent
"Today, The air feels dirty, with noticeable haze lingering throughout the day.  and has raised health concerns.",Poor
Experts noted that Emergency declared due to dangerous smoke and airborne toxins.  and citizens are reacting strongly.,Hazardous
"This morning, The atmosphere is pristine, offering excellent visibility and comfort.  as confirmed by environmental monitors.",Excellent
Reports suggest that Crystal-clear skies and exceptionally fresh air make breathing effortless.  making outdoor activity risky.,Excellent
"According to locals, Air feels mostly clean with small amounts of airborne particles.  and citizens are reacting strongly.",Good
Experts noted that Polluted atmosphere causing coughing and mild headaches.,Poor
"According to locals, Sharp burning sensation in throat and eyes due to deadly gas exposure.  which is affecting daily life.",Hazardous
"Good air quality today, suitable for most outdoor activities.  making outdoor activity risky.",Good
"Today, Strong odor of chemicals in the air indicates high pollution levels.  and has raised health concerns.",Very Poor
